date,place,number
2020-11-25,上海,5
2020-11-25,广东,4
2020-11-25,江苏,1
2020-11-25,福建,1
2020-11-25,四川,1
2020-11-24,上海,2
2020-11-24,福建,1
2020-11-24,广东,1
2020-11-24,陕西,1
2020-11-23,福建,4
2020-11-23,广东,4
2020-11-23,上海,3
2020-11-23,四川,3
2020-11-23,江苏,2
2020-11-23,陕西,2
2020-11-23,内蒙古,1
2020-11-23,河南,1
2020-11-23,天津,1
2020-11-23,上海,1
2020-11-22,广东,4
2020-11-22,北京,1
2020-11-22,天津,1
2020-11-22,上海,1
2020-11-22,福建,1
2020-11-22,陕西,1
2020-11-21,福建,4
2020-11-21,上海,3
2020-11-21,陕西,2
2020-11-21,北京,1
2020-11-21,天津,1
2020-11-21,浙江,1
2020-11-21,广西,1
2020-11-21,四川,1
2020-11-21,内蒙古,2
2020-11-21,上海,1
2020-11-20,天津,5
2020-11-20,上海,2
2020-11-19,福建,6
2020-11-19,上海,4
2020-11-19,陕西,3
2020-11-19,广东,2
2020-11-19,北京,1
2020-11-19,四川,1
2020-11-18,四川,3
2020-11-18,福建,2
2020-11-18,广西,2
2020-11-18,内蒙古,1
2020-11-18,上海,1
2020-11-18,浙江,1
2020-11-18,广东,1
2020-11-18,重庆,1
2020-11-17,上海,4
2020-11-17,山西,1
2020-11-17,辽宁,1
2020-11-17,广东,1
2020-11-16,四川,6
2020-11-16,上海,4
2020-11-16,广东,3
2020-11-16,天津,1
2020-11-16,山东,1
2020-11-15,四川,3
2020-11-15,广东,2
2020-11-15,山西,1
2020-11-15,江苏,1
2020-11-15,陕西,1
2020-11-14,广东,3
2020-11-14,云南,3
2020-11-14,天津,2
2020-11-14,陕西,2
2020-11-14,上海,1
2020-11-14,河南,1
2020-11-14,湖北,1
2020-11-13,广东,7
2020-11-13,上海,5
2020-11-13,天津,2
2020-11-13,辽宁,2
2020-11-13,福建,1
2020-11-13,陕西,1
2020-11-12,上海,3
2020-11-12,内蒙古,1
2020-11-12,河南,1
2020-11-12,四川,1
2020-11-12,陕西,1
2020-11-12,甘肃,1
2020-11-11,上海,4
2020-11-11,四川,4
2020-11-11,陕西,2
2020-11-11,天津,1
2020-11-11,内蒙古,1
2020-11-11,福建,1
2020-11-11,广东,1
2020-11-10,天津,6
2020-11-10,上海,5
2020-11-10,四川,2
2020-11-10,辽宁,1
2020-11-10,江苏,1
2020-11-10,陕西,1
2020-11-09,广东,6
2020-11-09,上海,4
2020-11-09,福建,3
2020-11-09,四川,3
2020-11-09,北京,2
2020-11-09,天津,1
2020-11-09,浙江,1
2020-11-09,陕西,1
2020-11-08,上海,13
2020-11-08,陕西,6
2020-11-08,广东,4
2020-11-08,四川,4
2020-11-08,内蒙古,2
2020-11-08,山西,1
2020-11-08,辽宁,1
2020-11-08,江苏,1
2020-11-07,陕西,9
2020-11-07,上海,7
2020-11-07,湖北,4
2020-11-07,浙江,2
2020-11-07,广东,2
2020-11-07,四川,2
2020-11-07,山西,1
2020-11-07,福建,1
2020-11-06,上海,11
2020-11-06,福建,9
2020-11-06,四川,4
2020-11-06,陕西,4
2020-11-06,内蒙古,3
2020-11-06,广东,2
2020-11-05,上海,15
2020-11-05,广东,3
2020-11-05,天津,2
2020-11-05,内蒙古,2
2020-11-05,福建,2
2020-11-05,四川,2
2020-11-05,山西,1
2020-11-05,辽宁,1
2020-11-05,浙江,1
2020-11-05,云南,1
2020-11-04,上海,8
2020-11-04,四川,4
2020-11-04,陕西,3
2020-11-04,河南,2
2020-11-04,北京,1
2020-11-04,内蒙古,1
2020-11-04,福建,1
2020-11-04,上海,2
2020-11-04,内蒙古,1
2020-11-03,上海,4
2020-11-03,广东,3
2020-11-03,四川,3
2020-11-03,内蒙古,2
2020-11-03,福建,2
2020-11-03,陕西,1
